code,name_ja,name_en,population,gdp_nominal,gdp_ppp_per_capita,gdp_ppp,y_gdp,y_ppp,y_population,surface,population_density,y_net,net,y_life,life,y_young,young,y_forest,forest,y_tas,tas,capital_en,capital_ja,name_ja_hira
LIE,リヒテンシュタイン,Liechtenstein,39598,7361504432.0,0.0,0.0,2022,0,2023,160.0,247.4875,2023,97.3444,2022,84.3195122,2023,14.34668418,2022,41.875,2023,9.12,Vaduz,ファドゥーツ,りひてんしゅたいん
LBY,リビア,Libya,7305659,45096462972.0,12478.14346,91161061089.0,2023,2023,2023,1759540.0,4.152027803,2023,88.4989,2022,72.151,2023,27.96118735,2022,0.1233276879,2023,22.91,Tripoli,トリポリ,りびあ
LBR,リベリア,Liberia,5493031,4240000000.0,1616.923734,8881812193.0,2023,2023,2023,111370.0,49.32235791,2023,23.4979,2022,61.1,2023,39.99677045,2022,78.45639535,2023,25.87,Monrovia,モンロビア,りべりあ
LUX,ルクセンブルク,Luxembourg,665098,85755006124.0,130634.5785,86884796905.0,2023,2023,2023,2590.0,256.7945946,2024,98.7606,2022,83.04634146,2023,15.81992428,2022,34.45382721,2023,11.28,Luxembourg,ルクセンブルク,るくせんぶるく
RWA,ルワンダ,Rwanda,13954471,14097768472.0,3060.028931,42701084981.0,2023,2023,2023,26340.0,529.7824981,2023,34.2005,2022,67.129,2023,37.73136446,2022,11.26874747,2023,19.5,Kigali,キガリ,るわんだ
ROU,ルーマニア,Romania,19118479,350775856415.0,40143.04089,767473884322.0,2023,2023,2023,238400.0,80.19496225,2023,89.2034,2022,75.30487805,2023,15.87646998,2022,30.11582928,2023,11.89,Bucharest,ブカレスト,るーまにあ
LSO,レソト,Lesotho,2311472,2117962451.0,2595.829523,6000187259.0,2023,2023,2023,30360.0,76.13544137,2023,47.991,2022,53.036,2023,34.92363308,2022,1.137022398,2023,12.82,Maseru,マセル,れそと
LBN,レバノン,Lebanon,5773493,20992421949.0,11417.10547,65916578511.0,2022,2022,2023,10450.0,552.4873684,2023,83.4933,2022,74.416,2023,26.71583102,2022,14.12805474,2023,16.28,Beirut,ベイルート,ればのん
REU,レユニオン,Réunion,874883,0.0,0.0,0.0,0,0,2023,0.0,0.0,2009,36.2792,0,0.0,0,0.0,0,0.0,2023,20.36,Saint-Denis,サン ドニ,れゆにおん
RUS,ロシア,Russian Federation,145440500,2021421476035.0,39988.14259,5815895452674.0,2023,2023,2023,17098250.0,8.506162911,2023,92.245,2022,72.54560976,2023,17.51498167,2022,49.78433608,2023,-2.82,Moscow,モスクワ,ろしあ
